stable_id	path	real_path	type	bytes	lines	sha256	owning_repository	ownership	classification	consumer	discovery_mechanism	scope	current_activation	content_summary	unique_information	duplication	apparent_age	verification	risks_count_only	decision	destination_or_archive	validation	commit	review_date
AI-ed66eac70202	/home/jack/github/agent-skills/skills/tmux/SKILL.md	/home/jack/github/agent-skills/skills/tmux/SKILL.md	skill	2375	77	72f454150211839fc4ec907db4e1091636af44a66cb6dbe512ff03eeb3a3be7e	/home/jack/github/agent-skills	first-party	maintained	Pi/Claude/Codex	Pi/Claude/Codex skill discovery through global symlinks	global; loaded on trigger	potentially-active	skill playbook (tmux)	manual review required	group by sha256=72f454150211	mtime=2026-07-22	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	review/reconcile in prioritized safe edit plan; no edit in this audit	nearest reviewed AGENTS.md or canonical agent-skills source	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-bde0610853b4	/home/jack/github/agent-skills/skills/transcribe/SKILL.md	/home/jack/github/agent-skills/skills/transcribe/SKILL.md	skill	1088	37	f63ce0db68e353b6f7ca728ae717962c0352a3354757dcb3da339f1aa61554f5	/home/jack/github/agent-skills	first-party	maintained	Pi/Claude/Codex	Pi/Claude/Codex skill discovery through global symlinks	global; loaded on trigger	potentially-active	skill playbook (transcribe)	manual review required	group by sha256=f63ce0db68e3	mtime=2026-07-22	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	review/reconcile in prioritized safe edit plan; no edit in this audit	nearest reviewed AGENTS.md or canonical agent-skills source	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-a30a92560bd8	/home/jack/github/agent-skills/skills/transcript-extract/SKILL.md	/home/jack/github/agent-skills/skills/transcript-extract/SKILL.md	skill	2370	54	e4d157aa14604016b210599390b91a16207ba27ebe557aa6b94a44fb4c27625d	/home/jack/github/agent-skills	first-party	maintained	Pi/Claude/Codex	Pi/Claude/Codex skill discovery through global symlinks	global; loaded on trigger	potentially-active	skill playbook (transcript-extract)	manual review required	group by sha256=e4d157aa1460	mtime=2026-07-22	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	review/reconcile in prioritized safe edit plan; no edit in this audit	nearest reviewed AGENTS.md or canonical agent-skills source	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-35414e2d6518	/home/jack/github/agent-skills/skills/web-search/SKILL.md	/home/jack/github/agent-skills/skills/web-search/SKILL.md	skill	1327	37	e48608ddf4bbc5ef84b79097819d3ec6d176bd635d607e7c61b5dd00504de58f	/home/jack/github/agent-skills	first-party	maintained	Pi/Claude/Codex	Pi/Claude/Codex skill discovery through global symlinks	global; loaded on trigger	potentially-active	skill playbook (web-search)	manual review required	group by sha256=e48608ddf4bb	mtime=2026-08-02	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	review/reconcile in prioritized safe edit plan; no edit in this audit	nearest reviewed AGENTS.md or canonical agent-skills source	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-40b5a1c95fd7	/home/jack/github/agent-skills/skills/windows-env/SKILL.md	/home/jack/github/agent-skills/skills/windows-env/SKILL.md	skill	13821	237	d4b2a5393c443e2d3712b190f0438fb4ec6dd1816be2674ae20b42cf7ed6884e	/home/jack/github/agent-skills	first-party	maintained	Pi/Claude/Codex	Pi/Claude/Codex skill discovery through global symlinks	global; loaded on trigger	potentially-active	skill playbook (windows-env)	manual review required	group by sha256=d4b2a5393c44	mtime=2026-07-22	complete-byte read; metadata/hash; activation requires discovery evidence	windows_path:32	review/reconcile in prioritized safe edit plan; no edit in this audit	nearest reviewed AGENTS.md or canonical agent-skills source	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-edfec5f4b146	/home/jack/github/agent-skills/skills/youtube-transcript/SKILL.md	/home/jack/github/agent-skills/skills/youtube-transcript/SKILL.md	skill	2269	67	e56ba240cd0895933890e4aeb319236db4aa9c2e2420ec8d671a89c50b272693	/home/jack/github/agent-skills	first-party	maintained	Pi/Claude/Codex	Pi/Claude/Codex skill discovery through global symlinks	global; loaded on trigger	potentially-active	skill playbook (youtube-transcript)	manual review required	group by sha256=e56ba240cd08	mtime=2026-07-22	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	review/reconcile in prioritized safe edit plan; no edit in this audit	nearest reviewed AGENTS.md or canonical agent-skills source	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-a1fd320fff2a	/home/jack/github/agent-state-backup/data/claude/commands/balls.md	/home/jack/github/agent-skills/commands/balls.md	symlink-surface	2161	87	09069b3a820f83d35a6f60cfde8aa27634724a066aaeb34705a180b2653724d9	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface; sections: /balls, Protocol, Decomposition	not assessed; non-authoritative copy	group by sha256=09069b3a820f	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-e72cf79e6179	/home/jack/github/agent-state-backup/data/claude/commands/checkpoint.md	/home/jack/github/agent-skills/commands/checkpoint.md	symlink-surface	887	29	f71885f26f80ea25916756263d9af3da7e6746fb68bca26c98eab2a168b8ce80	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface; sections: /checkpoint, Checkpoint, Todos	not assessed; non-authoritative copy	group by sha256=f71885f26f80	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-3f4bcec5f211	/home/jack/github/agent-state-backup/data/claude/commands/clean-wisdom.md	/home/jack/github/agent-skills/commands/clean-wisdom.md	symlink-surface	5601	148	8f7524b4b4a3e75aac56f3977449eb69a84c5d24c962a8ebe1d965dccdb6dcde	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface; sections: /clean-wisdom, Pattern Distillery Process:, Analysis Output:	not assessed; non-authoritative copy	group by sha256=8f7524b4b4a3	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-b51228360be1	/home/jack/github/agent-state-backup/data/claude/commands/doc-lint.md	/home/jack/github/agent-skills/commands/doc-lint.md	symlink-surface	1915	58	42efe467d26a7d524f858ef42cef4cefb2724353f71f8c1409097695d41fcb7c	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface; sections: Rules, Classification Questions, Actions	not assessed; non-authoritative copy	group by sha256=42efe467d26a	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-7963aab4ba33	/home/jack/github/agent-state-backup/data/claude/commands/emacs.md	/home/jack/github/agent-skills/commands/emacs.md	symlink-surface	5665	217	bd718562414ecf3081168a7299b0086d3e839e2fc42318446f50c626c3f016c8	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface; sections: Emacs Quick Reference, Windows, Buffers	not assessed; non-authoritative copy	group by sha256=bd718562414e	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-21cec2acb5fe	/home/jack/github/agent-state-backup/data/claude/commands/references	/home/jack/github/agent-skills/commands/references	symlink-surface	0	0	076e2801c1e0c222a59b08e59c3bf2ca59496195357993c3c9ca90da94f735f6	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=076e2801c1e0	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-e7ec94da9d9c	/home/jack/github/agent-state-backup/data/claude/commands/security-review.md	/home/jack/github/agent-skills/commands/security-review.md	symlink-surface	2985	70	84f7ccc8f20fdd1125d897a64a13c67eb02aa7a1c5cbfb4cbf36186d72fccef1	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=84f7ccc8f20f	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-6db8f913027b	/home/jack/github/agent-state-backup/data/claude/commands/wisdom.md	/home/jack/github/agent-skills/commands/wisdom.md	symlink-surface	2826	72	2d7f0b3dd93105f17ee3ef87be3f8c47d5c08f4ee87779811e42c54dc7812c4b	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface; sections: /wisdom, Loading Process:, Report Format:	not assessed; non-authoritative copy	group by sha256=2d7f0b3dd931	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-4b8177ef7c1c	/home/jack/github/agent-state-backup/data/claude/commands/wrap-session.md	/home/jack/github/agent-skills/commands/wrap-session.md	symlink-surface	6899	191	61892d0f638b6ea6d87ed631aac38db497375b063c95e94674d42cadf847219c	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface; sections: /wrap-session, Work Done	not assessed; non-authoritative copy	group by sha256=61892d0f638b	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-485ba7748c79	/home/jack/github/agent-state-backup/data/claude/prompts/refactor.md	/home/jack/github/agent-skills/skills/prompts/refactor.md	symlink-surface	3887	61	cbc75a53bbe8dab08d34fe61e45206c4cae0329fc4dd3f51371b5a38ccfe0ab6	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface; sections: Contract, First: name the refactoring type, STOP signals	not assessed; non-authoritative copy	group by sha256=cbc75a53bbe8	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-daea5deae876	/home/jack/github/agent-state-backup/data/claude/prompts/research.md	/home/jack/github/agent-skills/skills/prompts/research.md	symlink-surface	1816	36	50d3dd6c7b5e62757dc0dc038f060609c6a4812c0a9a4cea4b7d9618212bb30e	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface; sections: Scope defaults, Autonomous workflow, Required inclusion	not assessed; non-authoritative copy	group by sha256=50d3dd6c7b5e	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-0dc48db32562	/home/jack/github/agent-state-backup/data/claude/skills/android-adb	/home/jack/github/agent-skills/skills/android-adb	symlink-surface	0	0	3807f4fda0eef73df23c8356b9363e2f2f42cb7c625219672d1f1a5f51d9fb27	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=3807f4fda0ee	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-662a5e7d0ed1	/home/jack/github/agent-state-backup/data/claude/skills/balls-mode	/home/jack/github/agent-skills/skills/balls-mode	symlink-surface	0	0	eb23456734996a9bcc75a01fc46c873895942a0d86a6dfdfa12dd84fe1c0e4da	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=eb2345673499	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-d0532060e1a7	/home/jack/github/agent-state-backup/data/claude/skills/brave-search	/home/jack/github/agent-skills/skills/brave-search	symlink-surface	0	0	46d1e8ca67735f47a4ce35c6f59aafa45da57363dce7d57fb26825591249e3ff	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=46d1e8ca6773	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-22104194d803	/home/jack/github/agent-state-backup/data/claude/skills/browser-tools	/home/jack/github/agent-skills/skills/browser-tools	symlink-surface	0	0	85f64143073adc5fe1913254b7a62b2ac1e952ec625783778a1b85d28e2fabe3	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=85f64143073a	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-953cda4dbd49	/home/jack/github/agent-state-backup/data/claude/skills/code-overhaul	/home/jack/github/agent-skills/skills/code-overhaul	symlink-surface	0	0	829f150c5b649984b2be30244cfd4b3ab25e957c81c6834d557d56cb5e5a3afc	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=829f150c5b64	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-827e8aa99893	/home/jack/github/agent-state-backup/data/claude/skills/code-truth	/home/jack/github/agent-skills/skills/code-truth	symlink-surface	0	0	3452c15e0f79132741bccc60fea29662f85170a75a39692e7947a71b644ddfc4	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=3452c15e0f79	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-269a5605e664	/home/jack/github/agent-state-backup/data/claude/skills/docs-rationalisation	/home/jack/github/agent-skills/skills/docs-rationalisation	symlink-surface	0	0	8bbaba13e969eb7298502a9c04b7d104fc24dbb48d0e9a14f90e736cb9b2c290	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=8bbaba13e969	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-2c674f56a584	/home/jack/github/agent-state-backup/data/claude/skills/github-api	/home/jack/github/agent-skills/skills/github-api	symlink-surface	0	0	5f7cd1cfea1d36e7590fb6b52baf63304567f7c003733dca60701d5f1d891b6d	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=5f7cd1cfea1d	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-ae07e45eb2d8	/home/jack/github/agent-state-backup/data/claude/skills/human-docs	/home/jack/github/agent-skills/skills/human-docs	symlink-surface	0	0	9cc851e9608084ad923413072ebe0b8f1c3611925f3eacc83be720e2202ba7dd	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=9cc851e96080	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-560b898ab3f7	/home/jack/github/agent-state-backup/data/claude/skills/lat-adoption	/home/jack/github/agent-skills/skills/lat-adoption	symlink-surface	0	0	9aa673fc8ce4c4e837cab8d0b98470e4b5dd3541af8800bb49d4cf9679c176e1	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=9aa673fc8ce4	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-8b87175aa313	/home/jack/github/agent-state-backup/data/claude/skills/llm-docs	/home/jack/github/agent-skills/skills/llm-docs	symlink-surface	0	0	a6fa8737afbea954920b47535edc03ebef670ef22fdf36ea5ea3be6abc4bb36b	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=a6fa8737afbe	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-946ea8133ded	/home/jack/github/agent-state-backup/data/claude/skills/magistrate-sittings	/home/jack/github/agent-skills/skills/magistrate-sittings	symlink-surface	0	0	a6455763d304085c916035eadbebea0e97ac6746c518942baf3299ad5f2f8f19	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=a6455763d304	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-7adc272a6771	/home/jack/github/agent-state-backup/data/claude/skills/mutation-testing	/home/jack/github/agent-skills/skills/mutation-testing	symlink-surface	0	0	7dccc9614b497f7f06e42ae354cc9618d8ca2e4674df794d050658120a6b0570	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=7dccc9614b49	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-25bd227674d3	/home/jack/github/agent-state-backup/data/claude/skills/nemotron-super	/home/jack/github/agent-skills/skills/nemotron-super	symlink-surface	0	0	4626b29b2fd66e3464909af543e7eef98b72334ef6b3cb3a544207a7033dabfe	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=4626b29b2fd6	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-0ebea73cbe9f	/home/jack/github/agent-state-backup/data/claude/skills/pico-firmware	/home/jack/github/agent-skills/skills/pico-firmware	symlink-surface	0	0	a81c6fad09e566059b58a91f88a91f91e79d59c0fb577717b2b2d02548c244d2	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=a81c6fad09e5	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-6e8d64f17c8f	/home/jack/github/agent-state-backup/data/claude/skills/prompts	/home/jack/github/agent-skills/skills/prompts	symlink-surface	0	0	e3f2066805fe08215eaeff6be61413cd1fea79ddcbf22ecafacef612746e4e40	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=e3f2066805fe	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-7a4cc5d374be	/home/jack/github/agent-state-backup/data/claude/skills/property-testing	/home/jack/github/agent-skills/skills/property-testing	symlink-surface	0	0	58a6f9c69c0f0666cfe9d542063723e87964b8c24afe782822f55a6dc96d8d4e	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=58a6f9c69c0f	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-674e66e678af	/home/jack/github/agent-state-backup/data/claude/skills/qspice	/home/jack/github/agent-skills/skills/qspice	symlink-surface	0	0	f8218c1265c4e34a1c9c3593b3dd93408cfd9bd7b727d31126dd04c9c3df7d77	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=f8218c1265c4	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-953b96226cdd	/home/jack/github/agent-state-backup/data/claude/skills/qspice-external-component	/home/jack/github/agent-skills/skills/qspice-external-component	symlink-surface	0	0	7a216919c1c738287899896265a0db07fdf6c2b2a5e77074461d0b392a5cd5b5	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=7a216919c1c7	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-e9d091498309	/home/jack/github/agent-state-backup/data/claude/skills/spider-cli	/home/jack/github/agent-skills/skills/spider-cli	symlink-surface	0	0	758c5d380debdc5b03382bbf0069e60c0db640fa0e12c8eace3d317b23be07b7	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=758c5d380deb	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-50c74bfd3501	/home/jack/github/agent-state-backup/data/claude/skills/test-audit	/home/jack/github/agent-skills/skills/test-audit	symlink-surface	0	0	99613a15bfa5353aeccd71c40d6632337df71c03ac621f93c3f78ad04b7542b1	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=99613a15bfa5	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-01f51bac8326	/home/jack/github/agent-state-backup/data/claude/skills/tmux	/home/jack/github/agent-skills/skills/tmux	symlink-surface	0	0	36a2a1197f60984035f9c700a181f0fd4dd241675f0318ff5d29e77831255ef5	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=36a2a1197f60	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-040702a52288	/home/jack/github/agent-state-backup/data/claude/skills/transcribe	/home/jack/github/agent-skills/skills/transcribe	symlink-surface	0	0	3dc729b8b898de97344c3f59bcaea9fb45335d6bfa699bd96609610b867b4d56	/home/jack/github/agent-skills	first-party	backup/archive	none	none unless explicitly opened/entered	contained location	inactive-by-location	symlink-surface	not assessed; non-authoritative copy	group by sha256=3dc729b8b898	mtime=2026-04-13	complete-byte read; metadata/hash; activation requires discovery evidence	symlink	keep-out-of-active-discovery; remove/archive only in workspace cleanup after uniqueness check	workspace cleanup	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
